Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,Year
329,10/12/2012 12:10,10/12/2012 12:15,31251,12th & L St NW,31228,8th & H St NW,W00464,Member,2012
220,10/12/2012 12:13,10/12/2012 12:16,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00182,Member,2012
1569,10/12/2012 12:27,10/12/2012 12:53,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31621,4th & D St NW / Judiciary Square,W01328,Casual,2012
689,10/12/2012 12:27,10/12/2012 12:39,31105,14th & Harvard St NW,31116,California St & Florida Ave NW,W00025,Member,2012
489,10/12/2012 12:44,10/12/2012 12:52,31202,14th & R St NW,31110,20th St & Florida Ave NW,W00619,Casual,2012
487,10/12/2012 12:47,10/12/2012 12:55,31014,Lynn & 19th St North,31236,37th & O St NW / Georgetown University,W01318,Member,2012
719,10/12/2012 13:06,10/12/2012 13:18,31226,34th St & Wisconsin Ave NW,31214,17th & Corcoran St NW,W00273,Member,2012
492,10/12/2012 13:07,10/12/2012 13:15,31110,20th St & Florida Ave NW,31257,22nd & I St NW / Foggy Bottom,W01244,Member,2012
523,10/12/2012 13:12,10/12/2012 13:21,31208,M St & New Jersey Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00748,Member,2012
357,10/12/2012 13:20,10/12/2012 13:26,31200,Massachusetts Ave & Dupont Circle NW,31255,24th & N St NW,W00182,Member,2012
9948,10/12/2012 13:32,10/12/2012 16:18,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00433,Casual,2012
361,10/12/2012 13:34,10/12/2012 13:40,31618,4th & East Capitol St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01206,Member,2012
1451,10/12/2012 13:56,10/12/2012 14:20,31604,3rd & H St NW,31205,21st & I St NW,W20964,Member,2012
1259,10/12/2012 14:10,10/12/2012 14:31,31258,Lincoln Memorial,31219,10th St & Constitution Ave NW,W00024,Member,2012
961,10/12/2012 14:15,10/12/2012 14:31,31110,20th St & Florida Ave NW,31256,10th & E St NW,W01123,Member,2012
410,10/12/2012 14:31,10/12/2012 14:38,31238,14th & G St NW,31238,14th & G St NW,W20903,Casual,2012
1978,10/12/2012 14:41,10/12/2012 15:14,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20197,Casual,2012
184,10/12/2012 14:41,10/12/2012 14:44,31305,Connecticut Ave & Newark St NW / Cleveland Park,31307,3000 Connecticut Ave NW / National Zoo,W01458,Member,2012
1639,10/12/2012 14:51,10/12/2012 15:19,31230,Metro Center / 12th & G St NW,31246,M St & Pennsylvania Ave NW,W00689,Member,2012
1213,10/12/2012 15:05,10/12/2012 15:25,31238,14th & G St NW,31236,37th & O St NW / Georgetown University,W01183,Member,2012
389,10/12/2012 15:12,10/12/2012 15:18,31239,Rhode Island & Connecticut Ave NW,31251,12th & L St NW,W00303,Member,2012
1440,10/12/2012 15:15,10/12/2012 15:39,31220,US Dept of State / Virginia Ave & 21st St NW,31247,Jefferson Dr & 14th St SW,W00077,Casual,2012
3451,10/12/2012 15:33,10/12/2012 16:31,31258,Lincoln Memorial,31244,4th & E St SW,W00853,Casual,2012
876,10/12/2012 15:41,10/12/2012 15:56,31208,M St & New Jersey Ave SE,31219,10th St & Constitution Ave NW,W00503,Member,2012
967,10/12/2012 15:51,10/12/2012 16:07,31247,Jefferson Dr & 14th St SW,31258,Lincoln Memorial,W00533,Casual,2012
1949,10/12/2012 15:56,10/12/2012 16:28,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31004,Aurora Hills Community Ctr/18th & Hayes St,W01375,Casual,2012
1543,10/12/2012 15:59,10/12/2012 16:25,31219,10th St & Constitution Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00697,Casual,2012
1913,10/12/2012 16:04,10/12/2012 16:36,31219,10th St & Constitution Ave NW,31218,L'Enfant Plaza / 7th & C St SW,W00585,Casual,2012
845,10/12/2012 16:05,10/12/2012 16:20,31202,14th & R St NW,31200,Massachusetts Ave & Dupont Circle NW,W00303,Member,2012
670,10/12/2012 16:10,10/12/2012 16:21,31235,19th St & Constitution Ave NW,31224,19th & L St NW,W01152,Casual,2012
3928,10/12/2012 16:20,10/12/2012 17:26,31041,Prince St & Union St,31051,Arlington Blvd & N Queen St,W20956,Casual,2012
1331,10/12/2012 16:23,10/12/2012 16:46,31628,1st & K St SE,31623,Columbus Circle / Union Station,W00576,Member,2012
1319,10/12/2012 16:30,10/12/2012 16:52,31400,Georgia & New Hampshire Ave NW,31213,17th & K St NW,W00349,Member,2012
354,10/12/2012 16:39,10/12/2012 16:45,31618,4th & East Capitol St NE,31607,14th & D St SE,W20000,Member,2012
1648,10/12/2012 16:45,10/12/2012 17:13,31624,North Capitol St & F St NW,31622,13th & D St NE,W00633,Member,2012
751,10/12/2012 16:48,10/12/2012 17:01,31206,19th & E Street NW,31217,USDA / 12th & Independence Ave SW,W20918,Member,2012
769,10/12/2012 16:48,10/12/2012 17:01,31218,L'Enfant Plaza / 7th & C St SW,31216,14th St & New York Ave NW,W01497,Member,2012
961,10/12/2012 16:48,10/12/2012 17:04,31243,4th & C St SW,31616,3rd & H St NE,W20103,Casual,2012
319,10/12/2012 16:51,10/12/2012 16:56,31241,Thomas Circle,31228,8th & H St NW,W20078,Member,2012
666,10/12/2012 16:52,10/12/2012 17:03,31253,19th & K St NW,31104,Adams Mill & Columbia Rd NW,W01232,Member,2012
1502,10/12/2012 16:54,10/12/2012 17:19,31244,4th & E St SW,31007,Crystal City Metro / 18th & Bell St,W20908,Member,2012
1123,10/12/2012 16:56,10/12/2012 17:14,31220,US Dept of State / Virginia Ave & 21st St NW,31207,Georgia Ave and Fairmont St NW,W00293,Member,2012
1922,10/12/2012 17:03,10/12/2012 17:35,31241,Thomas Circle,31616,3rd & H St NE,W00947,Member,2012
449,10/12/2012 17:12,10/12/2012 17:20,31222,New York Ave & 15th St NW,31241,Thomas Circle,W20057,Member,2012
1135,10/12/2012 17:14,10/12/2012 17:33,31216,14th St & New York Ave NW,31503,Florida Ave & R St NW,W00975,Member,2012
8279,10/12/2012 17:19,10/12/2012 19:37,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W01061,Casual,2012
218,10/12/2012 17:26,10/12/2012 17:29,31215,Georgetown Harbor / 30th St NW,31237,25th St & Pennsylvania Ave NW,W00322,Member,2012
2312,10/12/2012 17:32,10/12/2012 18:10,31204,20th & E St NW,31258,Lincoln Memorial,W00410,Casual,2012
591,10/12/2012 17:34,10/12/2012 17:44,31108,4th & M St SW,31625,3rd & G St SE,W00593,Member,2012
530,10/12/2012 17:38,10/12/2012 17:47,31242,18th St & Pennsylvania Ave NW,31201,15th & P St NW,W00581,Member,2012
538,10/12/2012 17:47,10/12/2012 17:56,31113,Columbia Rd & Belmont St NW,31215,Georgetown Harbor / 30th St NW,W20899,Member,2012
1448,10/12/2012 17:50,10/12/2012 18:14,31600,5th & K St NW,31241,Thomas Circle,W00330,Casual,2012
217,10/12/2012 17:58,10/12/2012 18:01,31228,8th & H St NW,31216,14th St & New York Ave NW,W00687,Member,2012
378,10/12/2012 18:08,10/12/2012 18:14,31022,Clarendon Metro / Wilson Blvd & N Highland St,31030,Lee Hwy & N Adams St,W00197,Member,2012
2742,10/12/2012 18:09,10/12/2012 18:55,31232,7th & F St NW / National Portrait Gallery,31305,Connecticut Ave & Newark St NW / Cleveland Park,W00364,Member,2012
115,10/12/2012 18:23,10/12/2012 18:25,31203,14th & Rhode Island Ave NW,31241,Thomas Circle,W01214,Member,2012
393,10/12/2012 18:24,10/12/2012 18:31,31235,19th St & Constitution Ave NW,31213,17th & K St NW,W01217,Member,2012
970,10/12/2012 18:26,10/12/2012 18:42,31241,Thomas Circle,31107,Lamont & Mt Pleasant NW,W01408,Member,2012
375,10/12/2012 18:31,10/12/2012 18:37,31255,24th & N St NW,31257,22nd & I St NW / Foggy Bottom,W00730,Member,2012
464,10/12/2012 18:31,10/12/2012 18:39,31221,18th & M St NW,31201,15th & P St NW,W01306,Member,2012
619,10/12/2012 18:33,10/12/2012 18:44,31600,5th & K St NW,31603,1st & M St NE,W00037,Casual,2012
150,10/12/2012 18:35,10/12/2012 18:38,31626,15th St & Massachusetts Ave SE,31607,14th & D St SE,W20940,Member,2012
1454,10/12/2012 18:38,10/12/2012 19:02,31600,5th & K St NW,31605,3rd & D St SE,W20017,Member,2012
211,10/12/2012 18:44,10/12/2012 18:47,31214,17th & Corcoran St NW,31229,New Hampshire Ave & T St NW,W01376,Member,2012
1097,10/12/2012 18:44,10/12/2012 19:03,31305,Connecticut Ave & Newark St NW / Cleveland Park,31014,Lynn & 19th St North,W20156,Member,2012
727,10/12/2012 18:44,10/12/2012 18:56,31230,Metro Center / 12th & G St NW,31229,New Hampshire Ave & T St NW,W20136,Member,2012
675,10/12/2012 18:53,10/12/2012 19:04,31257,22nd & I St NW / Foggy Bottom,31110,20th St & Florida Ave NW,W00028,Member,2012
953,10/12/2012 18:54,10/12/2012 19:10,31626,15th St & Massachusetts Ave SE,31620,5th & F St NW,W01164,Member,2012
966,10/12/2012 18:56,10/12/2012 19:13,31211,Kennedy Center,31200,Massachusetts Ave & Dupont Circle NW,W20072,Casual,2012
2011,10/12/2012 18:57,10/12/2012 19:31,31225,C & O Canal & Wisconsin Ave NW,31101,14th & V St NW,W00737,Member,2012
312,10/12/2012 18:58,10/12/2012 19:03,31230,Metro Center / 12th & G St NW,31222,New York Ave & 15th St NW,W00992,Member,2012
417,10/12/2012 18:59,10/12/2012 19:06,31615,6th & H St NE,31611,13th & H St NE,W00698,Member,2012
533,10/12/2012 19:00,10/12/2012 19:09,31214,17th & Corcoran St NW,31104,Adams Mill & Columbia Rd NW,W00194,Member,2012
715,10/12/2012 19:02,10/12/2012 19:14,31625,3rd & G St SE,31256,10th & E St NW,W01020,Member,2012
252,10/12/2012 19:15,10/12/2012 19:19,31101,14th & V St NW,31214,17th & Corcoran St NW,W00810,Member,2012
638,10/12/2012 19:15,10/12/2012 19:26,31605,3rd & D St SE,31209,1st & N St  SE,W20881,Member,2012
934,10/12/2012 19:21,10/12/2012 19:37,31300,Van Ness Metro / UDC,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,W20901,Member,2012
489,10/12/2012 19:23,10/12/2012 19:31,31623,Columbus Circle / Union Station,31619,Lincoln Park / 13th & East Capitol St NE ,W01337,Member,2012
1934,10/12/2012 19:29,10/12/2012 20:01,31224,19th & L St NW,31616,3rd & H St NE,W01299,Casual,2012
456,10/12/2012 19:30,10/12/2012 19:38,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00685,Casual,2012
1253,10/12/2012 19:32,10/12/2012 19:53,31615,6th & H St NE,31209,1st & N St  SE,W20039,Casual,2012
646,10/12/2012 19:37,10/12/2012 19:48,31239,Rhode Island & Connecticut Ave NW,31101,14th & V St NW,W01080,Member,2012
718,10/12/2012 19:41,10/12/2012 19:53,31229,New Hampshire Ave & T St NW,31107,Lamont & Mt Pleasant NW,W00751,Member,2012
1773,10/12/2012 19:45,10/12/2012 20:15,31212,21st & M St NW,31209,1st & N St  SE,W00502,Member,2012
456,10/12/2012 19:47,10/12/2012 19:55,31605,3rd & D St SE,31622,13th & D St NE,W00756,Member,2012
786,10/12/2012 19:49,10/12/2012 20:02,31254,15th & K St NW,31116,California St & Florida Ave NW,W00019,Member,2012
270,10/12/2012 19:58,10/12/2012 20:03,31239,Rhode Island & Connecticut Ave NW,31201,15th & P St NW,W01065,Member,2012
200,10/12/2012 19:59,10/12/2012 20:02,31614,11th & H St NE,31615,6th & H St NE,W00431,Member,2012
294,10/12/2012 20:01,10/12/2012 20:06,31046,Henry St & Pendleton St,31042,Market Square / King St & Royal St,W00395,Member,2012
438,10/12/2012 20:02,10/12/2012 20:10,31102,11th & Kenyon St NW,31104,Adams Mill & Columbia Rd NW,W00794,Member,2012
469,10/12/2012 20:06,10/12/2012 20:14,31104,Adams Mill & Columbia Rd NW,31221,18th & M St NW,W00479,Member,2012
1169,10/12/2012 20:07,10/12/2012 20:26,31624,North Capitol St & F St NW,31233,17th & K St NW / Farragut Square,W00389,Member,2012
569,10/12/2012 20:14,10/12/2012 20:24,31202,14th & R St NW,31115,Columbia Rd & Georgia Ave NW,W01394,Member,2012
746,10/12/2012 20:16,10/12/2012 20:29,31110,20th St & Florida Ave NW,31103,16th & Harvard St NW,W00865,Member,2012
326,10/12/2012 20:18,10/12/2012 20:23,31223,Convention Center / 7th & M St NW,31241,Thomas Circle,W00649,Member,2012
371,10/12/2012 20:37,10/12/2012 20:43,31229,New Hampshire Ave & T St NW,31109,7th & T St NW,W00813,Member,2012
1275,10/12/2012 21:05,10/12/2012 21:26,31200,Massachusetts Ave & Dupont Circle NW,31110,20th St & Florida Ave NW,W00804,Member,2012
298,10/12/2012 21:21,10/12/2012 21:26,31603,1st & M St NE,31616,3rd & H St NE,W20095,Member,2012
1180,10/12/2012 21:23,10/12/2012 21:43,31212,21st & M St NW,31400,Georgia & New Hampshire Ave NW,W00133,Member,2012
118,10/12/2012 21:39,10/12/2012 21:41,31205,21st & I St NW,31242,18th St & Pennsylvania Ave NW,W00126,Member,2012
619,10/12/2012 22:20,10/12/2012 22:31,31111,10th & U St NW,31116,California St & Florida Ave NW,W00757,Member,2012
1267,10/12/2012 22:38,10/12/2012 22:59,31251,12th & L St NW,31209,1st & N St  SE,W00051,Member,2012
647,10/12/2012 22:51,10/12/2012 23:02,31201,15th & P St NW,31116,California St & Florida Ave NW,W00896,Member,2012
284,10/12/2012 23:07,10/12/2012 23:12,31209,1st & N St  SE,31108,4th & M St SW,W00404,Member,2012
543,10/12/2012 23:27,10/12/2012 23:36,31623,Columbus Circle / Union Station,31614,11th & H St NE,W00985,Member,2012
503,10/12/2012 23:30,10/12/2012 23:39,31246,M St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00981,Member,2012
290,10/12/2012 23:36,10/12/2012 23:41,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W00034,Member,2012
585,10/13/2012 0:44,10/13/2012 0:53,31600,5th & K St NW,31251,12th & L St NW,W20963,Member,2012
372,10/13/2012 0:49,10/13/2012 0:55,31212,21st & M St NW,31214,17th & Corcoran St NW,W01321,Member,2012
342,10/13/2012 1:18,10/13/2012 1:24,31401,14th St & Spring Rd NW,31102,11th & Kenyon St NW,W01129,Member,2012
1257,10/13/2012 1:27,10/13/2012 1:48,31101,14th & V St NW,31101,14th & V St NW,W00918,Casual,2012
381,10/13/2012 1:44,10/13/2012 1:50,31611,13th & H St NE,31623,Columbus Circle / Union Station,W00609,Member,2012
370,10/13/2012 1:47,10/13/2012 1:53,31116,California St & Florida Ave NW,31111,10th & U St NW,W00220,Member,2012
745,10/13/2012 2:36,10/13/2012 2:49,31229,New Hampshire Ave & T St NW,31102,11th & Kenyon St NW,W00110,Member,2012
601,10/13/2012 2:37,10/13/2012 2:47,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W00589,Member,2012
516,10/13/2012 2:38,10/13/2012 2:46,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31108,4th & M St SW,W20139,Member,2012
1124,10/13/2012 6:00,10/13/2012 6:19,31602,Park Rd & Holmead Pl NW,31228,8th & H St NW,W00401,Member,2012
739,10/13/2012 7:25,10/13/2012 7:37,31612,D St & Maryland Ave NE,31216,14th St & New York Ave NW,W00256,Member,2012
272,10/13/2012 7:47,10/13/2012 7:51,31626,15th St & Massachusetts Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00239,Member,2012
1126,10/13/2012 8:01,10/13/2012 8:20,31217,USDA / 12th & Independence Ave SW,31614,11th & H St NE,W20889,Member,2012
1908,10/13/2012 8:02,10/13/2012 8:34,31231,14th & D St NW / Ronald Reagan Building,31257,22nd & I St NW / Foggy Bottom,W01282,Member,2012
265,10/13/2012 8:07,10/13/2012 8:12,31625,3rd & G St SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20026,Member,2012
217,10/13/2012 8:42,10/13/2012 8:46,31503,Florida Ave & R St NW,31245,7th & R St NW / Shaw Library,W00622,Member,2012
491,10/13/2012 8:48,10/13/2012 8:56,31109,7th & T St NW,31201,15th & P St NW,W00228,Member,2012
447,10/13/2012 8:59,10/13/2012 9:07,31257,22nd & I St NW / Foggy Bottom,31225,C & O Canal & Wisconsin Ave NW,W00294,Member,2012
7520,10/13/2012 9:15,10/13/2012 11:20,31222,New York Ave & 15th St NW,31254,15th & K St NW,W00992,Member,2012
225,10/13/2012 9:25,10/13/2012 9:28,31622,13th & D St NE,31611,13th & H St NE,W01303,Member,2012
928,10/13/2012 9:30,10/13/2012 9:45,31108,4th & M St SW,31219,10th St & Constitution Ave NW,W20941,Member,2012
729,10/13/2012 9:32,10/13/2012 9:44,31302,Wisconsin Ave & Newark St NW,31200,Massachusetts Ave & Dupont Circle NW,W01390,Member,2012
721,10/13/2012 9:41,10/13/2012 9:53,31101,14th & V St NW,31242,18th St & Pennsylvania Ave NW,W01376,Member,2012
274,10/13/2012 9:43,10/13/2012 9:48,31103,16th & Harvard St NW,31113,Columbia Rd & Belmont St NW,W00469,Member,2012
517,10/13/2012 9:43,10/13/2012 9:52,31103,16th & Harvard St NW,31239,Rhode Island & Connecticut Ave NW,W20944,Member,2012
617,10/13/2012 10:05,10/13/2012 10:15,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31623,Columbus Circle / Union Station,W01348,Member,2012
1076,10/13/2012 10:08,10/13/2012 10:26,31617,Bladensburg Rd & Benning Rd NE,31203,14th & Rhode Island Ave NW,W20903,Member,2012
1090,10/13/2012 10:19,10/13/2012 10:38,31604,3rd & H St NW,31212,21st & M St NW,W00449,Casual,2012
772,10/13/2012 10:28,10/13/2012 10:41,31603,1st & M St NE,31621,4th & D St NW / Judiciary Square,W00330,Casual,2012
630,10/13/2012 10:29,10/13/2012 10:39,31213,17th & K St NW,31203,14th & Rhode Island Ave NW,W01404,Member,2012
1727,10/13/2012 10:44,10/13/2012 11:13,31111,10th & U St NW,31610,Eastern Market / 7th & North Carolina Ave SE,W00673,Member,2012
662,10/13/2012 10:52,10/13/2012 11:03,31009,27th & Crystal Dr,31005,Pentagon City Metro / 12th & S Hayes St,W00213,Member,2012
107,10/13/2012 11:07,10/13/2012 11:09,31241,Thomas Circle,31201,15th & P St NW,W01074,Member,2012
507,10/13/2012 11:11,10/13/2012 11:19,31214,17th & Corcoran St NW,31104,Adams Mill & Columbia Rd NW,W20873,Member,2012
214,10/13/2012 11:12,10/13/2012 11:15,31106,Calvert & Biltmore St NW,31113,Columbia Rd & Belmont St NW,W01231,Member,2012
4507,10/13/2012 11:15,10/13/2012 12:30,31101,14th & V St NW,31258,Lincoln Memorial,W01057,Casual,2012
473,10/13/2012 11:18,10/13/2012 11:26,31107,Lamont & Mt Pleasant NW,31101,14th & V St NW,W01069,Member,2012
927,10/13/2012 11:20,10/13/2012 11:35,31246,M St & Pennsylvania Ave NW,31236,37th & O St NW / Georgetown University,W01304,Casual,2012
12690,10/13/2012 11:33,10/13/2012 15:04,31255,24th & N St NW,31620,5th & F St NW,W00157,Casual,2012
977,10/13/2012 11:40,10/13/2012 11:57,31239,Rhode Island & Connecticut Ave NW,31603,1st & M St NE,W01294,Member,2012
2097,10/13/2012 11:49,10/13/2012 12:23,31618,4th & East Capitol St NE,31605,3rd & D St SE,W00590,Member,2012
595,10/13/2012 11:50,10/13/2012 12:00,31103,16th & Harvard St NW,31245,7th & R St NW / Shaw Library,W01043,Member,2012
706,10/13/2012 11:53,10/13/2012 12:04,31111,10th & U St NW,31620,5th & F St NW,W00918,Member,2012
491,10/13/2012 11:54,10/13/2012 12:02,31626,15th St & Massachusetts Ave SE,31608,8th & Eye St SE / Barracks Row,W00028,Member,2012
1690,10/13/2012 12:01,10/13/2012 12:29,31229,New Hampshire Ave & T St NW,31623,Columbus Circle / Union Station,W01102,Member,2012
1088,10/13/2012 12:07,10/13/2012 12:25,31258,Lincoln Memorial,31249,Jefferson Memorial,W01153,Casual,2012
8275,10/13/2012 12:12,10/13/2012 14:30,31236,37th & O St NW / Georgetown University,31217,USDA / 12th & Independence Ave SW,W01304,Casual,2012
355,10/13/2012 12:27,10/13/2012 12:33,31039,Wilson Blvd & N Quincy St,31038,Glebe Rd & 11th St N,W01015,Member,2012
12010,10/13/2012 12:30,10/13/2012 15:50,31204,20th & E St NW,31235,19th St & Constitution Ave NW,W20911,Casual,2012
743,10/13/2012 12:30,10/13/2012 12:43,31201,15th & P St NW,31246,M St & Pennsylvania Ave NW,W01074,Member,2012
245,10/13/2012 12:32,10/13/2012 12:36,31608,8th & Eye St SE / Barracks Row,31628,1st & K St SE,W00028,Member,2012
823,10/13/2012 12:33,10/13/2012 12:46,31616,3rd & H St NE,31208,M St & New Jersey Ave SE,W00497,Casual,2012
804,10/13/2012 12:34,10/13/2012 12:48,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31208,M St & New Jersey Ave SE,W00882,Member,2012
5244,10/13/2012 12:36,10/13/2012 14:04,31222,New York Ave & 15th St NW,31222,New York Ave & 15th St NW,W01024,Casual,2012
1032,10/13/2012 12:39,10/13/2012 12:56,31200,Massachusetts Ave & Dupont Circle NW,31225,C & O Canal & Wisconsin Ave NW,W00681,Member,2012
5886,10/13/2012 12:41,10/13/2012 14:19,31217,USDA / 12th & Independence Ave SW,31256,10th & E St NW,W00517,Casual,2012
4404,10/13/2012 12:52,10/13/2012 14:06,31258,Lincoln Memorial,31620,5th & F St NW,W20039,Casual,2012
6723,10/13/2012 13:04,10/13/2012 14:56,31246,M St & Pennsylvania Ave NW,31242,18th St & Pennsylvania Ave NW,W01290,Casual,2012
1565,10/13/2012 13:10,10/13/2012 13:36,31221,18th & M St NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00398,Casual,2012
1506,10/13/2012 13:10,10/13/2012 13:35,31257,22nd & I St NW / Foggy Bottom,31108,4th & M St SW,W20888,Member,2012
342,10/13/2012 13:17,10/13/2012 13:22,31105,14th & Harvard St NW,31214,17th & Corcoran St NW,W01332,Member,2012
670,10/13/2012 13:32,10/13/2012 13:43,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31211,Kennedy Center,W01192,Member,2012
1801,10/13/2012 13:34,10/13/2012 14:04,31258,Lincoln Memorial,31247,Jefferson Dr & 14th St SW,W00045,Casual,2012
184,10/13/2012 13:34,10/13/2012 13:37,31212,21st & M St NW,31234,20th & O St NW / Dupont South,W00936,Casual,2012
1437,10/13/2012 13:40,10/13/2012 14:04,31222,New York Ave & 15th St NW,31243,4th & C St SW,W01011,Casual,2012
272,10/13/2012 13:42,10/13/2012 13:46,31116,California St & Florida Ave NW,31104,Adams Mill & Columbia Rd NW,W00401,Member,2012
135,10/13/2012 13:50,10/13/2012 13:52,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00401,Member,2012
4659,10/13/2012 13:50,10/13/2012 15:08,31215,Georgetown Harbor / 30th St NW,31242,18th St & Pennsylvania Ave NW,W00709,Casual,2012
704,10/13/2012 13:55,10/13/2012 14:07,31229,New Hampshire Ave & T St NW,31112,Harvard St & Adams Mill Rd NW,W01094,Member,2012
556,10/13/2012 13:58,10/13/2012 14:07,31605,3rd & D St SE,31618,4th & East Capitol St NE,W01346,Member,2012
752,10/13/2012 13:59,10/13/2012 14:11,31105,14th & Harvard St NW,31233,17th & K St NW / Farragut Square,W01418,Member,2012
456,10/13/2012 14:00,10/13/2012 14:07,31108,4th & M St SW,31218,L'Enfant Plaza / 7th & C St SW,W00491,Member,2012
748,10/13/2012 14:04,10/13/2012 14:17,31105,14th & Harvard St NW,31201,15th & P St NW,W00358,Member,2012
1504,10/13/2012 14:10,10/13/2012 14:35,31232,7th & F St NW / National Portrait Gallery,31235,19th St & Constitution Ave NW,W01469,Member,2012
1149,10/13/2012 14:10,10/13/2012 14:29,31208,M St & New Jersey Ave SE,31620,5th & F St NW,W01095,Member,2012
718,10/13/2012 14:19,10/13/2012 14:31,31230,Metro Center / 12th & G St NW,31205,21st & I St NW,W00755,Member,2012
250,10/13/2012 14:21,10/13/2012 14:25,31033,Barcroft Community Center,31026,Washington Blvd & 10th St N,W00814,Member,2012
676,10/13/2012 14:25,10/13/2012 14:37,31243,4th & C St SW,31257,22nd & I St NW / Foggy Bottom,W00095,Member,2012
364,10/13/2012 14:31,10/13/2012 14:37,31621,4th & D St NW / Judiciary Square,31600,5th & K St NW,W00493,Member,2012
1080,10/13/2012 14:34,10/13/2012 14:52,31612,D St & Maryland Ave NE,31238,14th & G St NW,W00564,Casual,2012
5207,10/13/2012 14:35,10/13/2012 16:01,31033,Barcroft Community Center,31219,10th St & Constitution Ave NW,W00738,Casual,2012
7382,10/13/2012 14:36,10/13/2012 16:39,31215,Georgetown Harbor / 30th St NW,31215,Georgetown Harbor / 30th St NW,W01258,Casual,2012
800,10/13/2012 14:39,10/13/2012 14:52,31243,4th & C St SW,31231,14th & D St NW / Ronald Reagan Building,W00045,Casual,2012
1131,10/13/2012 15:00,10/13/2012 15:19,31226,34th St & Wisconsin Ave NW,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,W01179,Casual,2012
1969,10/13/2012 15:03,10/13/2012 15:36,31227,13th St & New York Ave NW,31238,14th & G St NW,W00851,Casual,2012
855,10/13/2012 15:07,10/13/2012 15:21,31605,3rd & D St SE,31626,15th St & Massachusetts Ave SE,W00254,Member,2012
96,10/13/2012 15:12,10/13/2012 15:14,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00804,Member,2012
1036,10/13/2012 15:13,10/13/2012 15:31,31108,4th & M St SW,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01381,Member,2012
1596,10/13/2012 15:15,10/13/2012 15:41,31247,Jefferson Dr & 14th St SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00183,Casual,2012
276,10/13/2012 15:21,10/13/2012 15:26,31241,Thomas Circle,31239,Rhode Island & Connecticut Ave NW,W01264,Member,2012
1861,10/13/2012 15:22,10/13/2012 15:53,31222,New York Ave & 15th St NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00880,Casual,2012
1458,10/13/2012 15:23,10/13/2012 15:47,31258,Lincoln Memorial,31247,Jefferson Dr & 14th St SW,W00752,Casual,2012
1215,10/13/2012 15:24,10/13/2012 15:44,31200,Massachusetts Ave & Dupont Circle NW,31222,New York Ave & 15th St NW,W20067,Member,2012
2088,10/13/2012 15:26,10/13/2012 16:01,31601,19th & East Capitol St SE,31102,11th & Kenyon St NW,W20078,Member,2012
1990,10/13/2012 15:40,10/13/2012 16:14,31243,4th & C St SW,31258,Lincoln Memorial,W00806,Casual,2012
2038,10/13/2012 15:41,10/13/2012 16:15,31007,Crystal City Metro / 18th & Bell St,31249,Jefferson Memorial,W01279,Casual,2012
322,10/13/2012 15:42,10/13/2012 15:47,31106,Calvert & Biltmore St NW,31113,Columbia Rd & Belmont St NW,W00342,Member,2012
552,10/13/2012 15:43,10/13/2012 15:53,31605,3rd & D St SE,31612,D St & Maryland Ave NE,W20904,Member,2012
3357,10/13/2012 15:44,10/13/2012 16:40,31231,14th & D St NW / Ronald Reagan Building,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20938,Casual,2012
